source,target,label
Such possible amendments of the Treaties do not fall within the Council's field of competence.,Treaty amendments are beyond the Council's jurisdiction.,1
"Mr President, Mr Rübig, I regret that I am not in a position to answer this hypothetical question.","Mr. President, Mr. Rübig, I'm unable to respond to this speculative question.",1
You cited the paragraphs that need to be changed.,You pointed out the sections that require modification.,1
"Mr President, I do not believe I am authorised to answer this question.","Mr. President, I think I don't have the permission to respond to that query.",1
Surely that would be the appropriate Treaty amendment to bring forward in the next IGC.,"Certainly, that would be the suitable amendment to the Treaty to propose at the next Intergovernmental Conference.",1
"Mr Corbett, I will be very specific.","Mr. Corbett, I will speak with precision.",1
The presidency does not currently intend to make any other proposals to the Council in Cologne.,There are no current plans for the presidency to present more initiatives to the Council in Cologne.,1
"To the President-in-Office, I would like to say that I do not think Mr Rübig was asking a hypothetical question.","I believe Mr. Rübig posed a real question, not a hypothetical one, to the President-in-Office.",1
We know the answer very well.,We're well aware of the answer.,1
We cannot fire the whole Commission.,It's not possible to discharge every member of the Commission.,1
Have I understood correctly?,Did I get that right?,1
Is that really what Mr Fischer said in his speech here in Parliament?,Is that actually the statement [Name0] [Surname1] made during his parliamentary address?,1
